date,test_value,predicted_value
2018-09-28,151.2100067138672,148.58906525101588
2018-09-27,151.5,148.58906525101588
2018-09-26,151.61000061035156,148.58906525101588
2018-09-25,148.91000366210938,148.58906525101588
2018-09-24,150.02999877929688,148.58906525101588
2018-09-21,151.35000610351562,148.58906525101588
2018-09-20,151.14999389648438,148.58906525101588
2018-09-19,149.05999755859375,148.58906525101588
2018-09-18,148.55999755859375,148.58906525101588
2018-09-17,147.94000244140625,148.58906525101588
2018-09-14,148.3300018310547,148.58906525101588
2018-09-13,148.9499969482422,148.58906525101588
2018-09-12,146.57000732421875,148.58906525101588
2018-09-11,146.49000549316406,148.58906525101588
2018-09-10,145.64999389648438,148.58906525101588
2018-09-07,145.4499969482422,148.58906525101588
2018-09-06,146.38999938964844,148.58906525101588
2018-09-05,146.66000366210938,148.58906525101588
2018-09-04,145.67999267578125,148.58906525101588
2018-08-31,146.47999572753906,148.58906525101588
2018-08-30,145.92999267578125,148.58906525101588
2018-08-29,147.5399932861328,148.58906525101588
2018-08-28,146.58999633789062,148.58906525101588
2018-08-27,146.69000244140625,148.58906525101588
2018-08-24,146.0399932861328,148.58906525101588
2018-08-23,145.3699951171875,148.58906525101588
2018-08-22,145.24000549316406,148.58906525101588
2018-08-21,145.97000122070312,148.58906525101588
2018-08-20,146.50999450683594,148.58906525101588
2018-08-17,146.05999755859375,148.58906525101588
2018-08-16,145.33999633789062,148.58906525101588
2018-08-15,143.91000366210938,148.58906525101588
2018-08-14,143.36000061035156,148.58906525101588
2018-08-13,142.7100067138672,148.58906525101588
2018-08-10,144.47999572753906,148.58906525101588
2018-08-09,144.77000427246094,148.58906525101588
2018-08-08,146.88999938964844,148.58906525101588
2018-08-07,147.00999450683594,148.58906525101588
2018-08-06,146.02999877929688,148.58906525101588
2018-08-03,147.6999969482422,148.58906525101588
2018-08-02,142.9600067138672,148.58906525101588
2018-08-01,143.5,148.58906525101588
2018-07-31,144.92999267578125,148.58906525101588
2018-07-30,145.49000549316406,148.58906525101588
2018-07-27,145.14999389648438,148.58906525101588
2018-07-26,146.7100067138672,148.58906525101588
2018-07-25,146.6199951171875,148.58906525101588
2018-07-24,146.3800048828125,148.58906525101588
2018-07-23,145.6999969482422,148.58906525101588
2018-07-20,146.35000610351562,148.58906525101588
2018-07-19,149.24000549316406,148.58906525101588
2018-07-18,144.52000427246094,148.58906525101588
2018-07-17,143.49000549316406,148.58906525101588
2018-07-16,145.4600067138672,148.58906525101588
2018-07-13,145.89999389648438,148.58906525101588
2018-07-12,146.4499969482422,148.58906525101588
2018-07-11,144.94000244140625,148.58906525101588
2018-07-10,144.7100067138672,148.58906525101588
2018-07-09,144.38999938964844,148.58906525101588
2018-07-06,142.47999572753906,148.58906525101588
2018-07-05,141.42999267578125,148.58906525101588
2018-07-03,139.57000732421875,148.58906525101588
2018-07-02,139.86000061035156,148.58906525101588
