date,test_value,predicted_value
2018-09-04,266.67999267578125,259.62363503196036
2018-09-05,256.1400146484375,259.62363503196036
2018-09-06,259.75,259.62363503196036
2018-09-07,260.8699951171875,259.62363503196036
2018-09-10,265.3699951171875,259.62363503196036
2018-09-11,267.0,259.62363503196036
2018-09-12,267.7900085449219,259.62363503196036
2018-09-13,268.5199890136719,259.62363503196036
2018-09-14,274.69000244140625,259.62363503196036
2018-09-17,268.25,259.62363503196036
2018-09-18,270.7900085449219,259.62363503196036
2018-09-19,264.8800048828125,259.62363503196036
2018-09-20,266.3399963378906,259.62363503196036
2018-09-21,260.8800048828125,259.62363503196036
2018-09-24,264.0899963378906,259.62363503196036
2018-09-25,267.8399963378906,259.62363503196036
2018-09-26,268.4700012207031,259.62363503196036
2018-09-27,269.9100036621094,259.62363503196036
2018-09-28,269.95001220703125,259.62363503196036
2018-10-01,275.489990234375,259.62363503196036
2018-10-02,272.0,259.62363503196036
2018-10-03,270.510009765625,259.62363503196036
2018-10-04,263.7099914550781,259.62363503196036
2018-10-05,263.2200012207031,259.62363503196036
2018-10-08,254.69000244140625,259.62363503196036
2018-10-09,254.16000366210938,259.62363503196036
2018-10-10,237.91000366210938,259.62363503196036
2018-10-11,238.58999633789062,259.62363503196036
2018-10-12,248.8699951171875,259.62363503196036
2018-10-15,238.00999450683594,259.62363503196036
2018-10-16,260.6700134277344,259.62363503196036
2018-10-17,258.9100036621094,259.62363503196036
2018-10-18,250.35000610351562,259.62363503196036
2018-10-19,245.02999877929688,259.62363503196036
2018-10-22,251.05999755859375,259.62363503196036
2018-10-23,251.75999450683594,259.62363503196036
2018-10-24,238.44000244140625,259.62363503196036
2018-10-25,252.9199981689453,259.62363503196036
2018-10-26,245.8000030517578,259.62363503196036
2018-10-29,239.75,259.62363503196036
2018-10-30,238.41000366210938,259.62363503196036
2018-10-31,245.75999450683594,259.62363503196036
2018-11-01,245.27999877929688,259.62363503196036
2018-11-02,239.63999938964844,259.62363503196036
