date,test_value,predicted_value
2018-09-28,47.290000915527344,53.24010954076593
2018-09-27,45.880001068115234,53.24010954076593
2018-09-26,45.70000076293945,53.24010954076593
2018-09-25,45.90999984741211,53.24010954076593
2018-09-24,46.90999984741211,53.24010954076593
2018-09-21,46.65999984741211,53.24010954076593
2018-09-20,47.20000076293945,53.24010954076593
2018-09-19,46.150001525878906,53.24010954076593
2018-09-18,46.099998474121094,53.24010954076593
2018-09-17,45.41999816894531,53.24010954076593
2018-09-14,45.540000915527344,53.24010954076593
2018-09-13,45.56999969482422,53.24010954076593
2018-09-12,44.93000030517578,53.24010954076593
2018-09-11,44.93000030517578,53.24010954076593
2018-09-10,46.29999923706055,53.24010954076593
2018-09-07,46.45000076293945,53.24010954076593
2018-09-06,47.2599983215332,53.24010954076593
2018-09-05,47.720001220703125,53.24010954076593
2018-09-04,47.959999084472656,53.24010954076593
2018-08-31,48.43000030517578,53.24010954076593
2018-08-30,48.2400016784668,53.24010954076593
2018-08-29,48.75,53.24010954076593
2018-08-28,48.56999969482422,53.24010954076593
2018-08-27,48.349998474121094,53.24010954076593
2018-08-24,47.65999984741211,53.24010954076593
2018-08-23,46.97999954223633,53.24010954076593
2018-08-22,47.04999923706055,53.24010954076593
2018-08-21,47.619998931884766,53.24010954076593
2018-08-20,46.5,53.24010954076593
2018-08-17,47.099998474121094,53.24010954076593
2018-08-16,47.16999816894531,53.24010954076593
2018-08-15,47.459999084472656,53.24010954076593
2018-08-14,48.119998931884766,53.24010954076593
2018-08-13,48.45000076293945,53.24010954076593
2018-08-10,48.849998474121094,53.24010954076593
2018-08-09,50.13999938964844,53.24010954076593
2018-08-08,49.959999084472656,53.24010954076593
2018-08-07,49.70000076293945,53.24010954076593
2018-08-06,49.29999923706055,53.24010954076593
2018-08-03,49.630001068115234,53.24010954076593
2018-08-02,49.47999954223633,53.24010954076593
2018-08-01,48.810001373291016,53.24010954076593
2018-07-31,48.099998474121094,53.24010954076593
2018-07-30,47.689998626708984,53.24010954076593
2018-07-27,47.68000030517578,53.24010954076593
2018-07-26,52.15999984741211,53.24010954076593
2018-07-25,52.43000030517578,53.24010954076593
2018-07-24,52.18000030517578,53.24010954076593
2018-07-23,52.310001373291016,53.24010954076593
2018-07-20,51.90999984741211,53.24010954076593
2018-07-19,51.97999954223633,53.24010954076593
2018-07-18,51.720001220703125,53.24010954076593
2018-07-17,51.75,53.24010954076593
2018-07-16,52.0099983215332,53.24010954076593
2018-07-13,52.220001220703125,53.24010954076593
2018-07-12,52.349998474121094,53.24010954076593
2018-07-11,51.20000076293945,53.24010954076593
2018-07-10,52.15999984741211,53.24010954076593
2018-07-09,51.86000061035156,53.24010954076593
2018-07-06,51.369998931884766,53.24010954076593
2018-07-05,50.75,53.24010954076593
2018-07-03,49.470001220703125,53.24010954076593
2018-07-02,50.20000076293945,53.24010954076593
