date,test_value,predicted_value
2018-09-04,34.79999923706055,38.29695173500183
2018-09-05,34.130001068115234,38.29695173500183
2018-09-06,33.65999984741211,38.29695173500183
2018-09-07,33.9900016784668,38.29695173500183
2018-09-10,33.709999084472656,38.29695173500183
2018-09-11,34.11000061035156,38.29695173500183
2018-09-12,34.2599983215332,38.29695173500183
2018-09-13,34.439998626708984,38.29695173500183
2018-09-14,34.099998474121094,38.29695173500183
2018-09-17,34.20000076293945,38.29695173500183
2018-09-18,34.119998931884766,38.29695173500183
2018-09-19,34.220001220703125,38.29695173500183
2018-09-20,34.2400016784668,38.29695173500183
2018-09-21,34.040000915527344,38.29695173500183
2018-09-24,33.720001220703125,38.29695173500183
2018-09-25,32.7599983215332,38.29695173500183
2018-09-26,33.58000183105469,38.29695173500183
2018-09-27,33.34000015258789,38.29695173500183
2018-09-28,33.02000045776367,38.29695173500183
2018-10-01,32.5099983215332,38.29695173500183
2018-10-02,32.560001373291016,38.29695173500183
2018-10-03,32.75,38.29695173500183
2018-10-04,32.630001068115234,38.29695173500183
2018-10-05,32.2400016784668,38.29695173500183
2018-10-08,32.58000183105469,38.29695173500183
2018-10-09,33.279998779296875,38.29695173500183
2018-10-10,31.670000076293945,38.29695173500183
2018-10-11,31.399999618530273,38.29695173500183
2018-10-12,31.719999313354492,38.29695173500183
2018-10-15,31.860000610351562,38.29695173500183
2018-10-16,32.25,38.29695173500183
2018-10-17,32.02000045776367,38.29695173500183
2018-10-18,31.549999237060547,38.29695173500183
2018-10-19,28.75,38.29695173500183
2018-10-22,28.489999771118164,38.29695173500183
2018-10-23,28.190000534057617,38.29695173500183
2018-10-24,27.290000915527344,38.29695173500183
2018-10-25,28.059999465942383,38.29695173500183
2018-10-26,27.34000015258789,38.29695173500183
2018-10-29,26.81999969482422,38.09475576971792
2018-10-30,27.420000076293945,37.8872287031362
2018-10-31,29.030000686645508,37.8872287031362
2018-11-01,29.520000457763672,37.8872287031362
2018-11-02,29.8700008392334,37.8872287031362
