date,test_value,predicted_value
2018-07-02,398.17999267578125,381.7395909439308
2018-07-03,390.5199890136719,381.7395909439308
2018-07-05,398.3900146484375,381.9685671998384
2018-07-06,408.25,381.9685671998384
2018-07-09,418.9700012207031,381.7395909439308
2018-07-10,415.6300048828125,381.7395909439308
2018-07-11,418.6499938964844,381.7735124368849
2018-07-12,413.5,381.9685671998384
2018-07-13,395.79998779296875,381.9685671998384
2018-07-16,400.4800109863281,381.7395909439308
2018-07-17,379.4800109863281,381.7395909439308
2018-07-18,375.1300048828125,381.7735124368849
2018-07-19,364.2300109863281,381.9685671998384
2018-07-20,361.04998779296875,381.9685671998384
2018-07-23,362.6600036621094,381.7395909439308
2018-07-24,357.32000732421875,381.7395909439308
2018-07-25,362.8699951171875,381.7735124368849
2018-07-26,363.0899963378906,381.9685671998384
2018-07-27,355.2099914550781,381.9685671998384
2018-07-30,334.9599914550781,381.7395909439308
2018-07-31,337.45001220703125,381.7395909439308
2018-08-01,338.3800048828125,381.7735124368849
2018-08-02,344.5,381.9685671998384
2018-08-03,343.0899963378906,381.9685671998384
2018-08-06,350.9200134277344,381.7395909439308
2018-08-07,351.8299865722656,381.7395909439308
2018-08-08,347.6099853515625,381.7735124368849
2018-08-09,349.3599853515625,381.9685671998384
2018-08-10,345.8699951171875,381.9685671998384
2018-08-13,341.30999755859375,381.7395909439308
2018-08-14,337.489990234375,381.7395909439308
2018-08-15,326.3999938964844,381.7735124368849
2018-08-16,322.44000244140625,381.9685671998384
2018-08-17,316.7799987792969,381.9685671998384
2018-08-20,327.7300109863281,381.7395909439308
2018-08-21,338.0199890136719,381.7395909439308
2018-08-22,344.44000244140625,381.7735124368849
2018-08-23,339.1700134277344,381.9685671998384
2018-08-24,358.82000732421875,381.9685671998384
2018-08-27,364.5799865722656,381.7395909439308
2018-08-28,368.489990234375,381.7395909439308
2018-08-29,368.0400085449219,381.7735124368849
2018-08-30,370.9800109863281,381.9685671998384
2018-08-31,367.67999267578125,381.9685671998384
2018-09-04,363.6000061035156,381.7395909439308
2018-09-05,341.17999267578125,381.7735124368849
2018-09-06,346.4599914550781,381.9685671998384
2018-09-07,348.67999267578125,381.9685671998384
2018-09-10,348.4100036621094,381.7395909439308
2018-09-11,355.92999267578125,381.7395909439308
2018-09-12,369.95001220703125,381.7735124368849
2018-09-13,368.1499938964844,381.9685671998384
2018-09-14,364.55999755859375,381.9685671998384
2018-09-17,350.3500061035156,381.7395909439308
2018-09-18,367.6499938964844,381.7395909439308
2018-09-19,366.9599914550781,381.7735124368849
2018-09-20,365.3599853515625,381.9685671998384
2018-09-21,361.19000244140625,381.9685671998384
2018-09-24,369.6099853515625,381.7395909439308
2018-09-25,369.42999267578125,381.7395909439308
2018-09-26,377.8800048828125,381.7735124368849
2018-09-27,380.7099914550781,381.9685671998384
2018-09-28,374.1300048828125,381.9685671998384
