date,test_value,predicted_value
2018-09-28,107.29000091552734,108.01831828791686
2018-09-27,107.29000091552734,108.01831828791686
2018-09-26,106.22000122070312,108.01831828791686
2018-09-25,107.55000305175781,108.01831828791686
2018-09-24,109.80000305175781,108.01831828791686
2018-09-21,110.05000305175781,108.01831828791686
2018-09-20,108.48999786376953,108.01831828791686
2018-09-19,107.37000274658203,108.01831828791686
2018-09-18,104.91000366210938,108.01831828791686
2018-09-17,103.69999694824219,108.01831828791686
2018-09-14,105.36000061035156,108.01831828791686
2018-09-13,105.72000122070312,108.01831828791686
2018-09-12,104.54000091552734,108.01831828791686
2018-09-11,106.05000305175781,108.01831828791686
2018-09-10,108.31999969482422,108.01831828791686
2018-09-07,108.45999908447266,108.01831828791686
2018-09-06,110.88999938964844,108.01831828791686
2018-09-05,111.12999725341797,108.01831828791686
2018-09-04,112.54000091552734,108.01831828791686
2018-08-31,112.4000015258789,108.01831828791686
2018-08-30,112.58000183105469,108.01831828791686
2018-08-29,115.47000122070312,108.01831828791686
2018-08-28,115.0199966430664,108.01831828791686
2018-08-27,115.25,108.01831828791686
2018-08-24,113.63999938964844,108.01831828791686
2018-08-23,112.4000015258789,108.01831828791686
2018-08-22,112.19000244140625,108.01831828791686
2018-08-21,111.51000213623047,108.01831828791686
2018-08-20,109.02999877929688,108.01831828791686
2018-08-17,109.63999938964844,109.95494498398742
2018-08-16,109.4000015258789,109.95494498398742
2018-08-15,109.5999984741211,109.95494498398742
2018-08-14,110.33999633789062,109.95494498398742
2018-08-13,109.94000244140625,109.95494498398742
2018-08-10,110.08999633789062,109.95494498398742
2018-08-09,114.33999633789062,109.95494498398742
2018-08-08,116.16000366210938,109.95494498398742
2018-08-07,115.76000213623047,109.95494498398742
2018-08-06,113.11000061035156,109.95494498398742
2018-08-03,112.83999633789062,109.95494498398742
2018-08-02,112.20999908447266,109.95494498398742
2018-08-01,111.0,109.95494498398742
2018-07-31,111.31999969482422,109.95494498398742
2018-07-30,110.91000366210938,109.95494498398742
2018-07-27,112.5999984741211,109.95494498398742
2018-07-26,113.30000305175781,109.95494498398742
2018-07-25,113.22000122070312,109.95494498398742
2018-07-24,113.80000305175781,109.95494498398742
2018-07-23,114.66999816894531,109.95494498398742
2018-07-20,115.0,109.95494498398742
2018-07-19,114.58999633789062,109.95494498398742
2018-07-18,115.68000030517578,109.95494498398742
2018-07-17,115.80000305175781,109.95494498398742
2018-07-16,114.55999755859375,109.95494498398742
2018-07-13,115.13999938964844,109.95494498398742
2018-07-12,115.83999633789062,109.95494498398742
2018-07-11,111.76000213623047,109.95494498398742
2018-07-10,113.7300033569336,109.95494498398742
2018-07-09,112.08999633789062,109.95494498398742
2018-07-06,112.70999908447266,109.95494498398742
2018-07-05,111.51000213623047,109.95494498398742
2018-07-03,108.91000366210938,109.95494498398742
2018-07-02,110.23999786376953,109.95494498398742
