symbol,year,quarter,total_operating_expenses,gross_profit,operating_income,net_income,cost_of_revenue
FTNT,2021,1,432100000,553700000,"","",""
FTNT,2020,3,1081000000,1443400000,"",341800000,""
FTNT,2020,2,696000000,928600000,"","",""
FTNT,2020,1,"","","",104000000,""
FTNT,2019,3,"","","",211300000,""
FTNT,2019,2,"","","",131500000,""
FTNT,2019,1,"","","",58800000,""
FTNT,2018,3,"","","",149600000,""
FTNT,2018,2,"","","",90900000,""
FTNT,2018,1,"","","",41600000,""
FTNT,2017,3,"","","",60360000,""
FTNT,2017,2,"","","","",""
FTNT,2017,1,"","","",10717000,""
FTNT,2016,3,"","","",7021000,""
FTNT,2016,2,"","","",730000,""
FTNT,2016,1,"","","",-3429000,""
FTNT,2015,3,"","","",10521000,""
FTNT,2015,2,"","","",2352000,""
FTNT,2015,1,"","","",1560000,""
FTNT,2014,3,"","","",18530000,""
FTNT,2014,2,"","","",14474000,""
FTNT,2014,1,"","","",8393000,""
FTNT,2013,3,"","","",32257000,""
FTNT,2013,2,"","","",21228000,""
FTNT,2013,1,"","","",12249000,""
FTNT,2012,3,"","","",45329000,""
FTNT,2012,2,"","","","",""
FTNT,2012,1,"","","","",""
FTNT,2011,3,"","","","",""
FTNT,2011,2,"","","","",""
IBM,2021,2,"",17208000000,"",2280000000,""
IBM,2021,1,"","","","",""
IBM,2020,3,"","","","",""
IBM,2020,2,"","","","",""
IBM,2020,1,"","","","",""
IBM,2019,3,"","","","",""
IBM,2019,2,"","","","",""
IBM,2019,1,"","","","",""
IBM,2018,3,"","","","",""
IBM,2018,2,"","","","",""
IBM,2018,1,"","","","",""
IBM,2017,3,"","","","",""
IBM,2017,2,"","","","",""
IBM,2017,1,"","","","",""
IBM,2016,3,"","","","",""
IBM,2016,2,"","","","",""
IBM,2016,1,"","","","",""
IBM,2015,3,"","","","",""
IBM,2015,2,"","","","",""
IBM,2015,1,"","","","",""
IBM,2014,3,"","","","",""
IBM,2014,2,"","","","",""
IBM,2014,1,"","","","",""
IBM,2013,3,"","","","",""
IBM,2013,2,"","","","",""
IBM,2013,1,"","","","",""
IBM,2012,3,"","","","",""
IBM,2012,2,"","","","",""
IBM,2012,1,"","","","",""
IBM,2011,3,"","","","",""
IBM,2011,2,"","","","",""
IBM,2011,1,"","","","",""
IBM,2010,3,"","","","",""
IBM,2010,2,"","","","",""
IBM,2010,1,"","","","",""
EBAY,2021,2,2455000000,4028000000,1573000000,11375000000,1278000000
EBAY,2021,1,1358000000,2200000000,842000000,641000000,823000000
EBAY,2020,3,3638000000,5672000000,2034000000,4822000000,1731000000
EBAY,2020,2,2665000000,4115000000,1450000000,4158000000,1124000000
EBAY,2020,1,"",1848000000,629000000,3412000000,526000000
EBAY,2019,3,"",6121000000,1702000000,1230000000,1858000000
EBAY,2019,2,"",4099000000,"","",1231000000
EBAY,2019,1,"",2042000000,"",518000000,601000000
EBAY,2018,3,"",6105000000,1541000000,1770000000,1764000000
EBAY,2018,2,"",4064000000,985000000,1049000000,1156000000
EBAY,2018,1,"",2021000000,579000000,407000000,559000000
EBAY,2017,3,"",5322000000,1602000000,1585000000,1632000000
EBAY,2017,2,"",3469000000,1024000000,1062000000,1076000000
EBAY,2017,1,"",1702000000,546000000,1035000000,515000000
EBAY,2016,3,"",5116000000,1687000000,1330000000,1468000000
EBAY,2016,2,"",3397000000,1145000000,917000000,970000000
EBAY,2016,1,"",1660000000,614000000,482000000,477000000
EBAY,2015,3,"",4992000000,1535000000,1248000000,1278000000
EBAY,2015,2,"",5964000000,1541000000,709000000,2585000000
EBAY,2015,1,"",2998000000,732000000,626000000,1450000000
EBAY,2014,3,"",8849000000,2453000000,-977000000,4132000000
EBAY,2014,2,"",5885000000,1672000000,-1650000000,""
EBAY,2014,1,"",2911000000,878000000,-2326000000,""
EBAY,2013,3,"",7930000000,2349000000,2006000000,""
EBAY,2013,2,"",5262000000,1550000000,1317000000,""
EBAY,2013,1,"",2596000000,800000000,677000000,1152000000
EBAY,2012,3,"",7087000000,2015000000,1859000000,2992000000
EBAY,2012,2,"",4705000000,1348000000,1262000000,1970000000
EBAY,2012,1,"",2294000000,653000000,570000000,983000000
EBAY,2011,3,"",5845892000,1620374000,1249775000,2425752000
EBAY,2011,2,"",3803443000,1083553000,759272000,1502440000
EBAY,2011,1,"",1816631000,564654000,475865000,728978000
EBAY,2010,3,"",4798730000,1463350000,1241774000,1862194000
EBAY,2010,2,"","","",809845000,""
EBAY,2010,1,1100893000,"",488609000,397653000,606555000
HP,2021,3,"","","","",""
HP,2021,2,"","","","",""
HP,2021,1,"","","","",""
HP,2020,3,"","","","",""
HP,2020,2,"","","",-389935000,""
HP,2020,1,"","","",30605000,""
HP,2019,3,"","","",-74833000,""
HP,2019,2,"","","","",""
HP,2019,1,"","","","",""
HP,2018,3,"","","","",""
HP,2018,2,"","","","",""
HP,2018,1,"","","","",""
HP,2017,3,"","","","",""
HP,2017,2,"","","","",""
HP,2017,1,"","","","",""
HP,2016,3,"","","","",""
HP,2016,2,"","","","",""
HP,2016,1,"","","","",""
HP,2015,3,"","","","",""
HP,2015,2,"","","","",""
HP,2015,1,"","","","",""
HP,2014,3,"","","","",""
HP,2014,2,"","","","",""
HP,2014,1,"","","","",""
HP,2013,3,"","","","",""
HP,2013,2,"","","","",""
HP,2013,1,"","","","",""
HP,2012,3,"","","","",""
HP,2012,2,"","","","",""
HP,2012,1,"","","","",""
HP,2011,3,"","","","",""
HP,2011,2,"","","","",""
HP,2011,1,"","","","",""
HP,2010,3,"","","","",""
HP,2010,2,"","","","",""
ADSK,2022,3,2394300000,2869500000,475200000,407900000,""
ADSK,2022,1,762700000,896500000,133800000,155600000,""
ADSK,2021,2,"",1636000000,276700000,164700000,""
ADSK,2021,1,"",803800000,130600000,66500000,""
ADSK,2020,3,"",2133300000,"",82700000,""
ADSK,2020,2,"",1370100000,"",16000000,""
ADSK,2020,1,"",652800000,"","",""
ADSK,2019,3,"",1623600000,"","",""
ADSK,2019,2,"",1035000000,"","",""
ADSK,2019,1,"",493100000,"","",66800000
ADSK,2018,3,"",1272500000,"","",""
ADSK,2018,2,"",834700000,"","",""
ADSK,2018,1,"",407500000,"","",""
ADSK,2017,3,1625700000,1293200000,"","",""
ADSK,2017,2,1097700000,885100000,"","",""
ADSK,2017,1,"",419400000,"","",""
ADSK,2016,3,"",1580000000,"","",""
ADSK,2016,2,"",1071200000,25800000,"",""
ADSK,2016,1,"",554700000,21500000,19100000,""
ADSK,2015,3,"",1595000000,106700000,70300000,""
ADSK,2015,2,"",1063000000,92100000,59600000,""
ADSK,2015,1,"",513800000,42200000,28300000,""
ADSK,2014,3,"",1484900000,233100000,174900000,""
ADSK,2014,2,"","",165000000,117300000,""
ADSK,2014,1,"","",81400000,"",""
ADSK,2013,3,"",1528800000,221300000,"",""
ADSK,2013,2,"","",186900000,143500000,""
ADSK,2013,1,"",529800000,94000000,"",""
ADSK,2012,3,1187800000,1451600000,263800000,213300000,""
ADSK,2012,2,789000000,962600000,173600000,140500000,""
ADSK,2012,1,395100000,473700000,78600000,69300000,""
ADSK,2011,3,1076100000,1275900000,199800000,150400000,""
ADSK,2011,2,717100000,847700000,"",96800000,""
ADSK,2011,1,372500000,"","",36900000,""
EA,2022,1,914000000,1236000000,322000000,204000000,315000000
EA,2021,3,2237000000,3108000000,871000000,761000000,1175000000
EA,2021,2,1416000000,2036000000,620000000,550000000,574000000
EA,2021,1,700000000,1171000000,471000000,365000000,288000000
EA,2020,3,"",3050000000,1044000000,2621000000,1100000000
EA,2020,2,"",1965000000,683000000,2275000000,592000000
EA,2020,1,"",1022000000,415000000,1421000000,187000000
EA,2019,3,"","","",810000000,""
EA,2019,2,"","","",548000000,""
EA,2019,1,"","","",293000000,""
EA,2018,3,"",2524000000,681000000,436000000,""
EA,2018,2,"",1865000000,702000000,622000000,""
EA,2018,1,"",1295000000,743000000,644000000,""
EA,2017,3,"",2222000000,507000000,401000000,""
EA,2017,2,"",1589000000,511000000,402000000,""
EA,2017,1,"",1092000000,560000000,440000000,""
EA,2016,3,"",1960000000,362000000,257000000,""
EA,2016,2,"",1436000000,393000000,302000000,""
EA,2016,1,"",1030000000,512000000,442000000,""
EA,2015,3,"",2135000000,"",480000000,""
EA,2015,2,"",1410000000,386000000,338000000,""
EA,2015,1,"",847000000,362000000,335000000,""
EA,2014,3,"",1328000000,"","",""
EA,2014,2,"",1037000000,"","",""
EA,2014,1,"",755000000,"","",""
EA,2013,3,"",1509000000,"","",""
EA,2013,2,"",1016000000,"","",""
EA,2013,1,"",750000000,215000000,201000000,""
EA,2012,3,"","","",-324000000,""
EA,2012,2,"","","",-119000000,""
EA,2012,1,"","","",221000000,""
EA,2011,3,"","","","",""
EA,2011,2,"","","","",""
EA,2011,1,"","","",96000000,""
AMD,2021,2,"",3417000000,1493000000,1265000000,3878000000
AMD,2021,1,"",1587000000,662000000,"",1858000000
AMD,2020,3,"",2896000000,799000000,"",3623000000
AMD,2020,2,"",1666000000,350000000,"",2052000000
AMD,2020,1,"",818000000,"",162000000,968000000
AMD,2019,3,"",1919000000,60000000,171000000,2685000000
AMD,2019,2,"",1142000000,97000000,"",1661000000
AMD,2019,1,"",521000000,38000000,16000000,751000000
AMD,2018,3,"",1910000000,"",299000000,3146000000
AMD,2018,2,"",1249000000,273000000,197000000,2154000000
AMD,2018,1,"",597000000,120000000,"",1050000000
AMD,2017,3,"",1308000000,122000000,"",2541000000
AMD,2017,2,"",735000000,-4000000,-89000000,1471000000
AMD,2017,1,"",331000000,-29000000,"",653000000
AMD,2016,3,"",647000000,"","",2519000000
AMD,2016,2,"",588000000,"",-40000000,1271000000
AMD,2016,1,"",269000000,-68000000,"",563000000
AMD,2015,3,"",797000000,-432000000,-558000000,2236000000
AMD,2015,2,"",558000000,-274000000,"",1414000000
AMD,2015,1,"",326000000,-137000000,"",704000000
AMD,2014,3,"",1479000000,175000000,-39000000,2788000000
AMD,2014,2,"",985000000,112000000,"",1853000000
AMD,2014,1,"",487000000,49000000,"",910000000
AMD,2013,3,"",1425000000,-32000000,-172000000,2285000000
AMD,2013,2,"",904000000,-127000000,-220000000,1345000000
AMD,2013,1,"",445000000,"","",643000000
AMD,2012,3,"",1057000000,"","",3210000000
AMD,2012,2,"",665000000,-503000000,-553000000,2333000000
AMD,2012,1,"",27000000,-580000000,"",1558000000
AMD,2011,3,"",2167000000,297000000,"",2710000000
AMD,2011,2,"",1411000000,159000000,"",1776000000
AMD,2011,1,"",691000000,54000000,"",922000000
AMD,2010,3,"",2218000000,"",96000000,2627000000
AMD,2010,2,"",1479000000,"",214000000,1748000000
